seed,strategy,model,n_samples,macro_f1,test_minority_ratio,dataset
10,Random,LogisticReg,500,0.5244565217391304,0.13,mimic3c
10,Random,SVM,500,0.4652406417112299,0.13,mimic3c
10,Random,MLP,500,0.4652406417112299,0.13,mimic3c
10,Random,RandomForest,500,0.5391705069124424,0.13,mimic3c
10,Random,NaiveBayes,500,0.3541666666666667,0.13,mimic3c
11,Stratified,DecisionTree,500,0.7297961188897077,0.1,mimic3c
11,Stratified,KNN,500,0.6297819827231592,0.1,mimic3c
11,Stratified,LogisticReg,500,0.7477477477477477,0.1,mimic3c
11,Stratified,SVM,500,0.4736842105263158,0.1,mimic3c
11,Stratified,MLP,500,0.45054945054945056,0.1,mimic3c
11,Stratified,RandomForest,500,0.5670995670995671,0.1,mimic3c
11,Stratified,NaiveBayes,500,0.22930637573816434,0.1,mimic3c
11,Random,DecisionTree,500,0.6212121212121212,0.12,mimic3c
11,Random,KNN,500,0.46808510638297873,0.12,mimic3c
11,Random,LogisticReg,500,0.5391705069124424,0.12,mimic3c
11,Random,SVM,500,0.46808510638297873,0.12,mimic3c
11,Random,MLP,500,0.46808510638297873,0.12,mimic3c
11,Random,RandomForest,500,0.5475113122171946,0.12,mimic3c
11,Random,NaiveBayes,500,0.31848235174448175,0.12,mimic3c
12,Stratified,DecisionTree,500,0.6219831346321605,0.1,mimic3c
12,Stratified,KNN,500,0.5670995670995671,0.1,mimic3c
12,Stratified,LogisticReg,500,0.5567375886524824,0.1,mimic3c
12,Stratified,SVM,500,0.4736842105263158,0.1,mimic3c
12,Stratified,MLP,500,0.4736842105263158,0.1,mimic3c
12,Stratified,RandomForest,500,0.5567375886524824,0.1,mimic3c
12,Stratified,NaiveBayes,500,0.19999999999999998,0.1,mimic3c
12,Random,DecisionTree,500,0.6464159434265508,0.11,mimic3c
12,Random,KNN,500,0.4708994708994709,0.11,mimic3c
12,Random,LogisticReg,500,0.5475113122171946,0.11,mimic3c
12,Random,SVM,500,0.4708994708994709,0.11,mimic3c
12,Random,MLP,500,0.4708994708994709,0.11,mimic3c
12,Random,RandomForest,500,0.5567375886524822,0.11,mimic3c
12,Random,NaiveBayes,500,0.23878205128205132,0.11,mimic3c
13,Stratified,DecisionTree,500,0.693564862104188,0.1,mimic3c
13,Stratified,KNN,500,0.4736842105263158,0.1,mimic3c
13,Stratified,LogisticReg,500,0.7557997557997558,0.1,mimic3c
13,Stratified,SVM,500,0.4736842105263158,0.1,mimic3c
13,Stratified,MLP,500,0.4736842105263158,0.1,mimic3c
13,Stratified,RandomForest,500,0.6036036036036037,0.1,mimic3c
13,Stratified,NaiveBayes,500,0.20992099209920992,0.1,mimic3c
13,Random,DecisionTree,500,0.6036036036036035,0.08,mimic3c
13,Random,KNN,500,0.47643979057591623,0.08,mimic3c
13,Random,LogisticReg,500,0.6453900709219859,0.08,mimic3c
13,Random,SVM,500,0.4791666666666667,0.08,mimic3c
13,Random,MLP,500,0.4791666666666667,0.08,mimic3c
13,Random,RandomForest,500,0.6632996632996633,0.08,mimic3c
13,Random,NaiveBayes,500,0.19871794871794873,0.08,mimic3c
14,Stratified,DecisionTree,500,0.7446373850868233,0.1,mimic3c
14,Stratified,KNN,500,0.6453900709219859,0.1,mimic3c
14,Stratified,LogisticReg,500,0.6927803379416282,0.1,mimic3c
14,Stratified,SVM,500,0.4736842105263158,0.1,mimic3c
14,Stratified,MLP,500,0.4736842105263158,0.1,mimic3c
14,Stratified,RandomForest,500,0.6927803379416282,0.1,mimic3c
14,Stratified,NaiveBayes,500,0.23878205128205132,0.1,mimic3c
14,Random,DecisionTree,500,0.7557997557997558,0.1,mimic3c
14,Random,KNN,500,0.47089947089947093,0.1,mimic3c
14,Random,LogisticReg,500,0.7107039537126326,0.1,mimic3c
14,Random,SVM,500,0.4736842105263158,0.1,mimic3c
14,Random,MLP,500,0.4736842105263158,0.1,mimic3c
14,Random,RandomForest,500,0.5567375886524824,0.1,mimic3c
14,Random,NaiveBayes,500,0.3184823517444817,0.1,mimic3c
15,Stratified,DecisionTree,500,0.6111111111111112,0.1,mimic3c
15,Stratified,KNN,500,0.46808510638297873,0.1,mimic3c
15,Stratified,LogisticReg,500,0.6947496947496947,0.1,mimic3c
15,Stratified,SVM,500,0.47089947089947093,0.1,mimic3c
15,Stratified,MLP,500,0.47089947089947093,0.1,mimic3c
15,Stratified,RandomForest,500,0.6297819827231592,0.1,mimic3c
15,Stratified,NaiveBayes,500,0.22930637573816434,0.1,mimic3c
15,Random,DecisionTree,500,0.6315401621223287,0.1,mimic3c
15,Random,KNN,500,0.46524064171123,0.1,mimic3c
15,Random,LogisticReg,500,0.6159754224270354,0.1,mimic3c
15,Random,SVM,500,0.4736842105263158,0.1,mimic3c
15,Random,MLP,500,0.4736842105263158,0.1,mimic3c
15,Random,RandomForest,500,0.5670995670995671,0.1,mimic3c
15,Random,NaiveBayes,500,0.2664053863933273,0.1,mimic3c
16,Stratified,DecisionTree,500,0.5657142857142857,0.1,mimic3c
16,Stratified,KNN,500,0.5391705069124424,0.1,mimic3c
16,Stratified,LogisticReg,500,0.7120526532291238,0.1,mimic3c
16,Stratified,SVM,500,0.4736842105263158,0.1,mimic3c
16,Stratified,MLP,500,0.4736842105263158,0.1,mimic3c
16,Stratified,RandomForest,500,0.6927803379416282,0.1,mimic3c
16,Stratified,NaiveBayes,500,0.21968787515006002,0.1,mimic3c
16,Random,DecisionTree,500,0.5056702529805176,0.07,mimic3c
16,Random,KNN,500,0.48186528497409326,0.07,mimic3c
16,Random,LogisticReg,500,0.47916666666666663,0.07,mimic3c
16,Random,SVM,500,0.48186528497409326,0.07,mimic3c
16,Random,MLP,500,0.48186528497409326,0.07,mimic3c
16,Random,RandomForest,500,0.48186528497409326,0.07,mimic3c
16,Random,NaiveBayes,500,0.17868589743589747,0.07,mimic3c
17,Stratified,DecisionTree,500,0.6219831346321605,0.1,mimic3c
17,Stratified,KNN,500,0.4736842105263158,0.1,mimic3c
17,Stratified,LogisticReg,500,0.7477477477477477,0.1,mimic3c
17,Stratified,SVM,500,0.4736842105263158,0.1,mimic3c
17,Stratified,MLP,500,0.4736842105263158,0.1,mimic3c
17,Stratified,RandomForest,500,0.6756756756756757,0.1,mimic3c
17,Stratified,NaiveBayes,500,0.22930637573816434,0.1,mimic3c
17,Random,DecisionTree,500,0.6212121212121212,0.11,mimic3c
17,Random,KNN,500,0.4680851063829787,0.11,mimic3c
17,Random,LogisticReg,500,0.5475113122171946,0.11,mimic3c
17,Random,SVM,500,0.4708994708994709,0.11,mimic3c
17,Random,MLP,500,0.4708994708994709,0.11,mimic3c
17,Random,RandomForest,500,0.4708994708994709,0.11,mimic3c
17,Random,NaiveBayes,500,0.25252525252525254,0.11,mimic3c
18,Stratified,DecisionTree,500,0.5726495726495727,0.1,mimic3c
18,Stratified,KNN,500,0.6297819827231592,0.1,mimic3c
18,Stratified,LogisticReg,500,0.6297819827231592,0.1,mimic3c
18,Stratified,SVM,500,0.4736842105263158,0.1,mimic3c
18,Stratified,MLP,500,0.47089947089947093,0.1,mimic3c
18,Stratified,RandomForest,500,0.6453900709219859,0.1,mimic3c
18,Stratified,NaiveBayes,500,0.24630690382876097,0.1,mimic3c
18,Random,DecisionTree,500,0.7093023255813953,0.11,mimic3c
18,Random,KNN,500,0.4708994708994709,0.11,mimic3c
18,Random,LogisticReg,500,0.6603260869565217,0.11,mimic3c
18,Random,SVM,500,0.4708994708994709,0.11,mimic3c
18,Random,MLP,500,0.4708994708994709,0.11,mimic3c
18,Random,RandomForest,500,0.6159754224270353,0.11,mimic3c
18,Random,NaiveBayes,500,0.16991699169916993,0.11,mimic3c
19,Stratified,DecisionTree,500,0.5244565217391304,0.1,mimic3c
19,Stratified,KNN,500,0.5670995670995671,0.1,mimic3c
19,Stratified,LogisticReg,500,0.6927803379416282,0.1,mimic3c
19,Stratified,SVM,500,0.4736842105263158,0.1,mimic3c
19,Stratified,MLP,500,0.4736842105263158,0.1,mimic3c
19,Stratified,RandomForest,500,0.5670995670995671,0.1,mimic3c
19,Stratified,NaiveBayes,500,0.24812030075187969,0.1,mimic3c
19,Random,DecisionTree,500,0.6219831346321605,0.11,mimic3c
19,Random,KNN,500,0.4680851063829787,0.11,mimic3c
19,Random,LogisticReg,500,0.5567375886524822,0.11,mimic3c
19,Random,SVM,500,0.4708994708994709,0.11,mimic3c
19,Random,MLP,500,0.4708994708994709,0.11,mimic3c
19,Random,RandomForest,500,0.4708994708994709,0.11,mimic3c
19,Random,NaiveBayes,500,0.24812030075187969,0.11,mimic3c
0,Stratified,DecisionTree,6000,0.6856319512253208,0.1,mimic3c
0,Stratified,KNN,6000,0.6081226519305638,0.1,mimic3c
0,Stratified,LogisticReg,6000,0.6736735362961946,0.1,mimic3c
0,Stratified,SVM,6000,0.6231111111111111,0.1,mimic3c
0,Stratified,MLP,6000,0.6934270765206016,0.1,mimic3c
0,Stratified,RandomForest,6000,0.6927803379416282,0.1,mimic3c
0,Stratified,NaiveBayes,6000,0.23767961252192646,0.1,mimic3c
0,Random,DecisionTree,6000,0.6682907382787598,0.10333333333333333,mimic3c
0,Random,KNN,6000,0.6346991890431696,0.10333333333333333,mimic3c
0,Random,LogisticReg,6000,0.6951395893439716,0.10333333333333333,mimic3c
0,Random,SVM,6000,0.6360413310993259,0.10333333333333333,mimic3c
0,Random,MLP,6000,0.7012651863025652,0.10333333333333333,mimic3c
0,Random,RandomForest,6000,0.7149673141865724,0.10333333333333333,mimic3c
0,Random,NaiveBayes,6000,0.24769915759283215,0.10333333333333333,mimic3c
1,Stratified,DecisionTree,6000,0.6872905963815054,0.1,mimic3c
1,Stratified,KNN,6000,0.6379050219124937,0.1,mimic3c
1,Stratified,LogisticReg,6000,0.6544676430402331,0.1,mimic3c
1,Stratified,SVM,6000,0.6360413310993259,0.1,mimic3c
1,Stratified,MLP,6000,0.7354942536363616,0.1,mimic3c
1,Stratified,RandomForest,6000,0.7040093995581358,0.1,mimic3c
1,Stratified,NaiveBayes,6000,0.24156153681238673,0.1,mimic3c
1,Random,DecisionTree,6000,0.685195441163611,0.0875,mimic3c
1,Random,KNN,6000,0.6182587108122607,0.0875,mimic3c
1,Random,LogisticReg,6000,0.6936952267506169,0.0875,mimic3c
1,Random,SVM,6000,0.616,0.0875,mimic3c
1,Random,MLP,6000,0.6914029700914948,0.0875,mimic3c
1,Random,RandomForest,6000,0.7155741391255728,0.0875,mimic3c
1,Random,NaiveBayes,6000,0.23024576356273496,0.0875,mimic3c
2,Stratified,DecisionTree,6000,0.6607540951827081,0.1,mimic3c
2,Stratified,KNN,6000,0.6066679153399513,0.1,mimic3c
2,Stratified,LogisticReg,6000,0.6634703541111626,0.1,mimic3c
2,Stratified,SVM,6000,0.610773587494854,0.1,mimic3c
2,Stratified,MLP,6000,0.6727605916488503,0.1,mimic3c
2,Stratified,RandomForest,6000,0.6939371583875206,0.1,mimic3c
2,Stratified,NaiveBayes,6000,0.2346592794084815,0.1,mimic3c
2,Random,DecisionTree,6000,0.7029179399933849,0.09166666666666666,mimic3c
2,Random,KNN,6000,0.6207655188340971,0.09166666666666666,mimic3c
2,Random,LogisticReg,6000,0.6762752342035093,0.09166666666666666,mimic3c
2,Random,SVM,6000,0.6151996151996152,0.09166666666666666,mimic3c
2,Random,MLP,6000,0.6119540749531425,0.09166666666666666,mimic3c
2,Random,RandomForest,6000,0.6893461434418003,0.09166666666666666,mimic3c
2,Random,NaiveBayes,6000,0.2402860362119167,0.09166666666666666,mimic3c
3,Stratified,DecisionTree,6000,0.6585854538168703,0.1,mimic3c
3,Stratified,KNN,6000,0.6049107142857143,0.1,mimic3c
3,Stratified,LogisticReg,6000,0.7136045866171821,0.1,mimic3c
3,Stratified,SVM,6000,0.6471604819739811,0.1,mimic3c
3,Stratified,MLP,6000,0.6963782259813489,0.1,mimic3c
3,Stratified,RandomForest,6000,0.7352512906499581,0.1,mimic3c
3,Stratified,NaiveBayes,6000,0.25474202796320555,0.1,mimic3c
3,Random,DecisionTree,6000,0.6697247706422018,0.0925,mimic3c
3,Random,KNN,6000,0.6417868514703128,0.0925,mimic3c
3,Random,LogisticReg,6000,0.6852678571428572,0.0925,mimic3c
3,Random,SVM,6000,0.6434892541087232,0.0925,mimic3c
3,Random,MLP,6000,0.6756363154933307,0.0925,mimic3c
3,Random,RandomForest,6000,0.7053571428571428,0.0925,mimic3c
3,Random,NaiveBayes,6000,0.22052126597138574,0.0925,mimic3c
4,Stratified,DecisionTree,6000,0.6696447492726441,0.1,mimic3c
4,Stratified,KNN,6000,0.6241109275091602,0.1,mimic3c
4,Stratified,LogisticReg,6000,0.6741911686060703,0.1,mimic3c
4,Stratified,SVM,6000,0.6123083054793156,0.1,mimic3c
4,Stratified,MLP,6000,0.6942970306587899,0.1,mimic3c
4,Stratified,RandomForest,6000,0.7054845324839653,0.1,mimic3c
4,Stratified,NaiveBayes,6000,0.23318205111980594,0.1,mimic3c
4,Random,DecisionTree,6000,0.6873753368449333,0.10166666666666667,mimic3c
4,Random,KNN,6000,0.6013073937032694,0.10166666666666667,mimic3c
4,Random,LogisticReg,6000,0.6958289739081662,0.10166666666666667,mimic3c
4,Random,SVM,6000,0.6096061669832161,0.10166666666666667,mimic3c
4,Random,MLP,6000,0.7005191549813372,0.10166666666666667,mimic3c
4,Random,RandomForest,6000,0.7380417335473515,0.10166666666666667,mimic3c
4,Random,NaiveBayes,6000,0.23690040186572564,0.10166666666666667,mimic3c
5,Stratified,DecisionTree,6000,0.6851405119207995,0.1,mimic3c
5,Stratified,KNN,6000,0.6434937611408199,0.1,mimic3c
5,Stratified,LogisticReg,6000,0.6662158034818273,0.1,mimic3c
5,Stratified,SVM,6000,0.6440094808471596,0.1,mimic3c
5,Stratified,MLP,6000,0.7037275403005445,0.1,mimic3c
5,Stratified,RandomForest,6000,0.7149673141865726,0.1,mimic3c
5,Stratified,NaiveBayes,6000,0.24465030261336512,0.1,mimic3c
5,Random,DecisionTree,6000,0.6665270070371352,0.09333333333333334,mimic3c
5,Random,KNN,6000,0.6407140807644806,0.09333333333333334,mimic3c
5,Random,LogisticReg,6000,0.6785714285714286,0.09333333333333334,mimic3c
5,Random,SVM,6000,0.6206083439817681,0.09333333333333334,mimic3c
5,Random,MLP,6000,0.7005191549813373,0.09333333333333334,mimic3c
5,Random,RandomForest,6000,0.6808178464456291,0.09333333333333334,mimic3c
5,Random,NaiveBayes,6000,0.24681780522708446,0.09333333333333334,mimic3c
6,Stratified,DecisionTree,6000,0.644062622461727,0.1,mimic3c
6,Stratified,KNN,6000,0.5833220105618813,0.1,mimic3c
6,Stratified,LogisticReg,6000,0.6438072675523401,0.1,mimic3c
6,Stratified,SVM,6000,0.5903919089759798,0.1,mimic3c
6,Stratified,MLP,6000,0.6409173545320069,0.1,mimic3c
6,Stratified,RandomForest,6000,0.6785714285714286,0.1,mimic3c
6,Stratified,NaiveBayes,6000,0.27234527370630424,0.1,mimic3c
6,Random,DecisionTree,6000,0.6376541831087286,0.09,mimic3c
6,Random,KNN,6000,0.6061795772507931,0.09,mimic3c
6,Random,LogisticReg,6000,0.6672619775252759,0.09,mimic3c
6,Random,SVM,6000,0.6364163296491945,0.09,mimic3c
6,Random,MLP,6000,0.6878611786726592,0.09,mimic3c
6,Random,RandomForest,6000,0.7103853483836784,0.09,mimic3c
6,Random,NaiveBayes,6000,0.23314882167365064,0.09,mimic3c
7,Stratified,DecisionTree,6000,0.6824905764831354,0.1,mimic3c
7,Stratified,KNN,6000,0.6028610699495228,0.1,mimic3c
7,Stratified,LogisticReg,6000,0.6980717765731146,0.1,mimic3c
7,Stratified,SVM,6000,0.601063829787234,0.1,mimic3c
7,Stratified,MLP,6000,0.6999888884773511,0.1,mimic3c
7,Stratified,RandomForest,6000,0.7148029409682541,0.1,mimic3c
7,Stratified,NaiveBayes,6000,0.25183436420898203,0.1,mimic3c
7,Random,DecisionTree,6000,0.7097581317764805,0.1025,mimic3c
7,Random,KNN,6000,0.5946666666666667,0.1025,mimic3c
7,Random,LogisticReg,6000,0.6771300448430493,0.1025,mimic3c
7,Random,SVM,6000,0.6021700939733726,0.1025,mimic3c
7,Random,MLP,6000,0.7313646106215766,0.1025,mimic3c
7,Random,RandomForest,6000,0.7087709514514979,0.1025,mimic3c
7,Random,NaiveBayes,6000,0.24734723313788404,0.1025,mimic3c
8,Stratified,DecisionTree,6000,0.7098914058277235,0.1,mimic3c
8,Stratified,KNN,6000,0.5733479709078207,0.1,mimic3c
8,Stratified,LogisticReg,6000,0.6919642857142857,0.1,mimic3c
8,Stratified,SVM,6000,0.5958033408600407,0.1,mimic3c
8,Stratified,MLP,6000,0.6637806918017416,0.1,mimic3c
8,Stratified,RandomForest,6000,0.6954953165855757,0.1,mimic3c
8,Stratified,NaiveBayes,6000,0.2518390198589039,0.1,mimic3c
8,Random,DecisionTree,6000,0.689797794117647,0.10083333333333333,mimic3c
8,Random,KNN,6000,0.5915936356674891,0.10083333333333333,mimic3c
8,Random,LogisticReg,6000,0.6607782898105479,0.10083333333333333,mimic3c
8,Random,SVM,6000,0.5848229731288203,0.10083333333333333,mimic3c
8,Random,MLP,6000,0.6793053798158732,0.10083333333333333,mimic3c
8,Random,RandomForest,6000,0.7135053875154462,0.10083333333333333,mimic3c
8,Random,NaiveBayes,6000,0.2725487851690569,0.10083333333333333,mimic3c
9,Stratified,DecisionTree,6000,0.6838033707526163,0.1,mimic3c
9,Stratified,KNN,6000,0.6219070138604648,0.1,mimic3c
9,Stratified,LogisticReg,6000,0.6644684779741493,0.1,mimic3c
9,Stratified,SVM,6000,0.6039556430320195,0.1,mimic3c
9,Stratified,MLP,6000,0.668553622714267,0.1,mimic3c
9,Stratified,RandomForest,6000,0.6976440103013217,0.1,mimic3c
9,Stratified,NaiveBayes,6000,0.25928974116291514,0.1,mimic3c
9,Random,DecisionTree,6000,0.669361596122925,0.10416666666666667,mimic3c
9,Random,KNN,6000,0.6204022863126664,0.10416666666666667,mimic3c
9,Random,LogisticReg,6000,0.7087349184356637,0.10416666666666667,mimic3c
9,Random,SVM,6000,0.6404792446573645,0.10416666666666667,mimic3c
9,Random,MLP,6000,0.7011764291589424,0.10416666666666667,mimic3c
9,Random,RandomForest,6000,0.6934270765206016,0.10416666666666667,mimic3c
9,Random,NaiveBayes,6000,0.26172574741907095,0.10416666666666667,mimic3c
10,Stratified,DecisionTree,6000,0.6804411165763338,0.1,mimic3c
10,Stratified,KNN,6000,0.6081226519305638,0.1,mimic3c
10,Stratified,LogisticReg,6000,0.6621177707281363,0.1,mimic3c
10,Stratified,SVM,6000,0.5862884160756501,0.1,mimic3c
10,Stratified,MLP,6000,0.6872956180510138,0.1,mimic3c
10,Stratified,RandomForest,6000,0.6922609607134765,0.1,mimic3c
10,Stratified,NaiveBayes,6000,0.23886654333872456,0.1,mimic3c
10,Random,DecisionTree,6000,0.6730114205570027,0.10916666666666666,mimic3c
10,Random,KNN,6000,0.5972026109704033,0.10916666666666666,mimic3c
10,Random,LogisticReg,6000,0.6729574766852423,0.10916666666666666,mimic3c
10,Random,SVM,6000,0.5985933314135623,0.10916666666666666,mimic3c
10,Random,MLP,6000,0.7055446498018445,0.10916666666666666,mimic3c
10,Random,RandomForest,6000,0.6887319422150884,0.10916666666666666,mimic3c
10,Random,NaiveBayes,6000,0.27997119884795385,0.10916666666666666,mimic3c
11,Stratified,DecisionTree,6000,0.6998820965379255,0.1,mimic3c
11,Stratified,KNN,6000,0.6409173545320069,0.1,mimic3c
11,Stratified,LogisticReg,6000,0.7056899934597776,0.1,mimic3c
11,Stratified,SVM,6000,0.6529506647306641,0.1,mimic3c
11,Stratified,MLP,6000,0.7333234564243121,0.1,mimic3c
11,Stratified,RandomForest,6000,0.7208709635008445,0.1,mimic3c
11,Stratified,NaiveBayes,6000,0.2329900521007573,0.1,mimic3c
11,Random,DecisionTree,6000,0.6960242834162195,0.0975,mimic3c
11,Random,KNN,6000,0.6096061669832162,0.0975,mimic3c
11,Random,LogisticReg,6000,0.6654932107191609,0.0975,mimic3c
11,Random,SVM,6000,0.580083394652931,0.0975,mimic3c
11,Random,MLP,6000,0.6995585349901897,0.0975,mimic3c
11,Random,RandomForest,6000,0.7120293206509882,0.0975,mimic3c
11,Random,NaiveBayes,6000,0.5890406574495982,0.0975,mimic3c
12,Stratified,DecisionTree,6000,0.6596662234818237,0.1,mimic3c
12,Stratified,KNN,6000,0.6229260935143288,0.1,mimic3c
12,Stratified,LogisticReg,6000,0.6908684157006304,0.1,mimic3c
12,Stratified,SVM,6000,0.6119540749531425,0.1,mimic3c
12,Stratified,MLP,6000,0.7308428906290438,0.1,mimic3c
12,Stratified,RandomForest,6000,0.7037275403005445,0.1,mimic3c
12,Stratified,NaiveBayes,6000,0.2699300699300699,0.1,mimic3c
12,Random,DecisionTree,6000,0.675925925925926,0.10583333333333333,mimic3c
12,Random,KNN,6000,0.6192800488102501,0.10583333333333333,mimic3c
12,Random,LogisticReg,6000,0.7174697849631141,0.10583333333333333,mimic3c
12,Random,SVM,6000,0.6366378719319896,0.10583333333333333,mimic3c
12,Random,MLP,6000,0.7089073075857983,0.10583333333333333,mimic3c
12,Random,RandomForest,6000,0.7249273497637481,0.10583333333333333,mimic3c
12,Random,NaiveBayes,6000,0.24240527980108967,0.10583333333333333,mimic3c
13,Stratified,DecisionTree,6000,0.7147623019182652,0.1,mimic3c
13,Stratified,KNN,6000,0.6136917025660236,0.1,mimic3c
13,Stratified,LogisticReg,6000,0.6878611786726592,0.1,mimic3c
13,Stratified,SVM,6000,0.615839243498818,0.1,mimic3c
13,Stratified,MLP,6000,0.7040093995581358,0.1,mimic3c
13,Stratified,RandomForest,6000,0.7087709514514979,0.1,mimic3c
13,Stratified,NaiveBayes,6000,0.24323210611456209,0.1,mimic3c
13,Random,DecisionTree,6000,0.6492587885571762,0.10333333333333333,mimic3c
13,Random,KNN,6000,0.6160702043054984,0.10333333333333333,mimic3c
13,Random,LogisticReg,6000,0.6764138020299642,0.10333333333333333,mimic3c
13,Random,SVM,6000,0.6061795772507931,0.10333333333333333,mimic3c
13,Random,MLP,6000,0.6721824532740645,0.10333333333333333,mimic3c
13,Random,RandomForest,6000,0.6978750022711286,0.10333333333333333,mimic3c
13,Random,NaiveBayes,6000,0.24435930923586358,0.10333333333333333,mimic3c
14,Stratified,DecisionTree,6000,0.6735049246340534,0.1,mimic3c
14,Stratified,KNN,6000,0.6114304217598963,0.1,mimic3c
14,Stratified,LogisticReg,6000,0.6965988733704831,0.1,mimic3c
14,Stratified,SVM,6000,0.6340480266673914,0.1,mimic3c
14,Stratified,MLP,6000,0.7103747888149502,0.1,mimic3c
14,Stratified,RandomForest,6000,0.7302158273381295,0.1,mimic3c
14,Stratified,NaiveBayes,6000,0.6434715520009201,0.1,mimic3c
14,Random,DecisionTree,6000,0.7229805914707785,0.10583333333333333,mimic3c
14,Random,KNN,6000,0.6031746031746031,0.10583333333333333,mimic3c
14,Random,LogisticReg,6000,0.6776030228413822,0.10583333333333333,mimic3c
14,Random,SVM,6000,0.6421989430670366,0.10583333333333333,mimic3c
14,Random,MLP,6000,0.7157071783937455,0.10583333333333333,mimic3c
14,Random,RandomForest,6000,0.7115837388165123,0.10583333333333333,mimic3c
14,Random,NaiveBayes,6000,0.24879807692307693,0.10583333333333333,mimic3c
15,Stratified,DecisionTree,6000,0.6966888533153593,0.1,mimic3c
15,Stratified,KNN,6000,0.6610271754184367,0.1,mimic3c
15,Stratified,LogisticReg,6000,0.7119815668202766,0.1,mimic3c
15,Stratified,SVM,6000,0.6412946003967499,0.1,mimic3c
15,Stratified,MLP,6000,0.7103925157616433,0.1,mimic3c
15,Stratified,RandomForest,6000,0.7260985572949872,0.1,mimic3c
15,Stratified,NaiveBayes,6000,0.2493960898384279,0.1,mimic3c
15,Random,DecisionTree,6000,0.6972178790360608,0.09666666666666666,mimic3c
15,Random,KNN,6000,0.6127065915654231,0.09666666666666666,mimic3c
15,Random,LogisticReg,6000,0.7009122177359055,0.09666666666666666,mimic3c
15,Random,SVM,6000,0.613472548042445,0.09666666666666666,mimic3c
15,Random,MLP,6000,0.7009122177359055,0.09666666666666666,mimic3c
15,Random,RandomForest,6000,0.7183819764464926,0.09666666666666666,mimic3c
15,Random,NaiveBayes,6000,0.22016993623047387,0.09666666666666666,mimic3c
16,Stratified,DecisionTree,6000,0.6638018798683618,0.1,mimic3c
16,Stratified,KNN,6000,0.595705413552217,0.1,mimic3c
16,Stratified,LogisticReg,6000,0.6417868514703128,0.1,mimic3c
16,Stratified,SVM,6000,0.615839243498818,0.1,mimic3c
16,Stratified,MLP,6000,0.6572428069576177,0.1,mimic3c
16,Stratified,RandomForest,6000,0.6770963079680092,0.1,mimic3c
16,Stratified,NaiveBayes,6000,0.26322634300720865,0.1,mimic3c
16,Random,DecisionTree,6000,0.680139575457982,0.1,mimic3c
16,Random,KNN,6000,0.6017777777777777,0.1,mimic3c
16,Random,LogisticReg,6000,0.6976440103013217,0.1,mimic3c
16,Random,SVM,6000,0.6194889472841494,0.1,mimic3c
16,Random,MLP,6000,0.7195505617977528,0.1,mimic3c
16,Random,RandomForest,6000,0.7608731196860694,0.1,mimic3c
16,Random,NaiveBayes,6000,0.6226080861993939,0.1,mimic3c
17,Stratified,DecisionTree,6000,0.7026311830145764,0.1,mimic3c
17,Stratified,KNN,6000,0.5843006648758371,0.1,mimic3c
17,Stratified,LogisticReg,6000,0.6421989430670366,0.1,mimic3c
17,Stratified,SVM,6000,0.5838092904712056,0.1,mimic3c
17,Stratified,MLP,6000,0.6799795186891961,0.1,mimic3c
17,Stratified,RandomForest,6000,0.682255982524079,0.1,mimic3c
17,Stratified,NaiveBayes,6000,0.25154655986686725,0.1,mimic3c
17,Random,DecisionTree,6000,0.6805555555555556,0.1025,mimic3c
17,Random,KNN,6000,0.6149379101578584,0.1025,mimic3c
17,Random,LogisticReg,6000,0.6689012426422498,0.1025,mimic3c
17,Random,SVM,6000,0.6100167263468287,0.1025,mimic3c
17,Random,MLP,6000,0.6116071428571429,0.1025,mimic3c
17,Random,RandomForest,6000,0.6980717765731147,0.1025,mimic3c
17,Random,NaiveBayes,6000,0.5922641307832033,0.1025,mimic3c
18,Stratified,DecisionTree,6000,0.6828333553587949,0.1,mimic3c
18,Stratified,KNN,6000,0.616,0.1,mimic3c
18,Stratified,LogisticReg,6000,0.6699420780705634,0.1,mimic3c
18,Stratified,SVM,6000,0.5979772439949431,0.1,mimic3c
18,Stratified,MLP,6000,0.6785714285714286,0.1,mimic3c
18,Stratified,RandomForest,6000,0.6973764490543013,0.1,mimic3c
18,Stratified,NaiveBayes,6000,0.6012732018255019,0.1,mimic3c
18,Random,DecisionTree,6000,0.6964616852656571,0.1125,mimic3c
18,Random,KNN,6000,0.6657719411107906,0.1125,mimic3c
18,Random,LogisticReg,6000,0.7142176708740176,0.1125,mimic3c
18,Random,SVM,6000,0.6292986462780922,0.1125,mimic3c
18,Random,MLP,6000,0.7137588418242369,0.1125,mimic3c
18,Random,RandomForest,6000,0.7545454545454545,0.1125,mimic3c
18,Random,NaiveBayes,6000,0.24292114595724335,0.1125,mimic3c
19,Stratified,DecisionTree,6000,0.6497080900750626,0.1,mimic3c
19,Stratified,KNN,6000,0.6044916792913231,0.1,mimic3c
19,Stratified,LogisticReg,6000,0.6478631822308032,0.1,mimic3c
19,Stratified,SVM,6000,0.5790895863645812,0.1,mimic3c
19,Stratified,MLP,6000,0.6409173545320069,0.1,mimic3c
19,Stratified,RandomForest,6000,0.6727605916488503,0.1,mimic3c
19,Stratified,NaiveBayes,6000,0.25912438548134936,0.1,mimic3c
19,Random,DecisionTree,6000,0.6586088101354144,0.085,mimic3c
19,Random,KNN,6000,0.6283185840707964,0.085,mimic3c
